nan,1.000e+00,2.183e+00,1.226e+01,2.473e+01,6.281e+01,1.243e+02,2.435e+02,5.888e+02,1.138e+03,2.219e+03,5.193e+03,7.138e+03
800.0,1.0134915312713901,1.1093620098895782,1.1031685332966894,1.0663187398474863,1.0530295327433503,1.0412977373560721,1.0990488614525264,1.07436290539441,1.1322824198654906,1.0873986779923508,1.0279518113259989,1.0094941038714116
820.0,1.012709585452313,1.1040897673217902,1.0965575284703337,1.0640487675316874,1.0511605719247377,1.0393313097446877,1.0942323551705124,1.0706648433384518,1.1278432179696578,1.0847274783660448,1.0279320561878442,1.0099479708373111
840.0,1.011928845302669,1.098867400382052,1.0900252877287582,1.061788439289901,1.0492982335718175,1.0373722950928979,1.0894578807040491,1.066992152135131,1.123438688614744,1.082069370207708,1.0279123018089817,1.0104022461025337
860.0,1.0111493080361025,1.0936942046640303,1.0835704118042573,1.0595376937925196,1.0474424825478283,1.035420651561949,1.0847248902499067,1.0633445715888272,1.119068427164331,1.0794242575112734,1.0278925481893681,1.0108569302182866
880.0,1.010370970874839,1.08856948896392,1.0795943328477424,1.057296470228853,1.045593283964135,1.0334763376273475,1.0800328454830839,1.059721845049778,1.1147320352538677,1.0767920452071305,1.0278727953289593,1.011312023736771
900.0,1.0095938310496488,1.0834925749725721,1.0772645301631107,1.055064708301654,1.0437506031780448,1.0315393120759129,1.075381217352695,1.056984095035,1.1104291206696217,1.074172639150734,1.0278530432277113,1.011767527211182
920.0,1.0088178857998162,1.0784627969761966,1.074944761417775,1.0528423482217084,1.0419144057906413,1.0296095340028677,1.0707694858831138,1.0554230902487198,1.1061592972304235,1.0715659461113807,1.0278332918855808,1.0122234411957118
940.0,1.0080431323731056,1.0734795015653624,1.0726349619301199,1.050629330702497,1.0400846576446472,1.0282180090861879,1.066197139980208,1.0538666893965434,1.1019221846721285,1.0689718737611478,1.0278135413025238,1.0126797662455524
960.0,1.0072695680257306,1.0685420473520297,1.0703350675732792,1.0484255969549232,1.0382613248223034,1.0272779058562536,1.0633729296485674,1.052314872140611,1.0977174085347254,1.066390330663992,1.0277937914784965,1.0131365029168973
980.0,1.0064971900223196,1.0636498046943539,1.0680450147692018,1.0462310886821073,1.0364443736432745,1.0263395201351693,1.0617156245477046,1.0507676182626764,1.0935446000520164,1.0639136528193447,1.0277740424134554,1.0135936517669435
1000.0,1.005725995635885,1.0613844201445506,1.0657647404827926,1.0440457480742458,1.0346337706625746,1.0254028472205612,1.0600634773477313,1.0492249076632287,1.0894033960438085,1.0624732489925388,1.0277542941073563,1.013917542555005
1020.0,1.004955982147791,1.0596420751483773,1.0634941822161288,1.0418695178035344,1.0328294826685158,1.0244678824272058,1.0584164640072613,1.047686720360623,1.0852934388105415,1.061036740139749,1.027734546560156,1.0139830516153172
1040.0,1.004720810867644,1.0579054411665165,1.0612332780027502,1.0397023410191564,1.031031476680677,1.0235346210869525,1.0567745606340895,1.046153036490217,1.0812143760302937,1.0596041104837968,1.0277147997718101,1.0140485691412375
1060.0,1.0045475695679968,1.056174490165784,1.058981966402022,1.0375441613423302,1.0292397199478942,1.0226030585486454,1.0551377434840346,1.044623836303515,1.0771658606581012,1.0581753443325994,1.0276950537422758,1.0141140951344068
1080.0,1.0043743880011102,1.0544491942961682,1.0567401864935686,1.035394922861422,1.0274541799462724,1.0216731901780454,1.0535059889597962,1.0430991001673222,1.0744176605846223,1.0567504260785971,1.0276753084715085,1.0141796295964667
1100.0,1.0042012661360962,1.0527295258893365,1.054507877871779,1.0332545701271172,1.0263196375966894,1.0207450113577548,1.051879273609819,1.0415788085629027,1.072858538379165,1.0553293401981838,1.027664385707789,1.0142451725290595
1120.0,1.0040282039420878,1.0510154574571564,1.0522849806403816,1.0317466472705765,1.0254165464669285,1.0198185174871397,1.0502575741271716,1.0400629420851482,1.071303934602154,1.053912071251144,1.02774203991226,1.0143107239338272
1140.0,1.0038552013882398,1.0493069616902306,1.0500714354070857,1.0307315827669246,1.0245150432568384,1.0188937039822545,1.0486408673484306,1.0385514814417505,1.0697538296400004,1.0524986038800939,1.0278197058533085,1.0143762838124124
1160.0,1.0036822584437282,1.0476040114564458,1.047867183278293,1.0297185136043756,1.023615123782001,1.017970566275766,1.0470291302525803,1.0370444074523844,1.0682082039924696,1.051088922809926,1.027897383533595,1.014441852166459
1180.0,1.0035093750777497,1.0459065797995382,1.0456721658538748,1.0287074339052587,1.022716783872687,1.0170490998168789,1.045422339959918,1.0355417010478962,1.066667038271863,1.0496830128472596,1.0279750729557813,1.0145074289976102
1200.0,1.0033365512595225,1.0442146399376697,1.043486325222013,1.0276983378149651,1.021820019373792,1.0161293000712597,1.0438204737309738,1.0340433432694993,1.0651303132022083,1.0482808588798944,1.0280527741225303,1.0145730143075102
1220.0,1.0031637869582861,1.0425281652620197,1.0413096039541074,1.0266912195018363,1.0209248261447732,1.0152111625209639,1.0422235089654341,1.0325493152679763,1.0635980096184547,1.0468824458762687,1.0281304870365051,1.0146386080978034
1240.0,1.0029910821433015,1.0408471293353907,1.039141945099747,1.02568607315705,1.0200312000595833,1.0145543385264406,1.0406314232010831,1.0310595983028894,1.0620701084656778,1.0454877588849234,1.02820821170037,1.0147042103701347
1260.0,1.00281843678385,1.0391715058908266,1.0369832921817428,1.0246828929945095,1.01913913700661,1.0140139474055863,1.0390441941127462,1.029574173741797,1.060546590798288,1.0440967830339682,1.0282859481167899,1.0147698211261493
